date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:08:02	243/243	---MCZ	403	error ('Forbidden')	application/xml	date:Wed,%2001%20Nov%202023%2021:08:02%20GMT	https://assets.zyrosite.com//AwvvXODQbRuPooMZ/MFC-AzGGpo0gPyH599jL.gif	A:/WORK%20DOCS%20VERY%20IMPORTANT/Whites/Doctor%20Free%20Website%20Template%20-%20Free-CSS.com/INDAIN/clone/assets.zyrosite.com/AwvvXODQbRuPooMZ/MFC-AzGGpo0gPyH599jL.gif	(from https://www.myfamilyclinics.com/my-family-clinics-services)
14:08:02	243/243	---MCZ	403	error ('Forbidden')	application/xml	date:Wed,%2001%20Nov%202023%2021:08:02%20GMT	https://assets.zyrosite.com//AwvvXODQbRuPooMZ/eye-gif-YX44JvKgzBh0wr2a.gif	A:/WORK%20DOCS%20VERY%20IMPORTANT/Whites/Doctor%20Free%20Website%20Template%20-%20Free-CSS.com/INDAIN/clone/assets.zyrosite.com/AwvvXODQbRuPooMZ/eye-gif-YX44JvKgzBh0wr2a.gif	(from https://www.myfamilyclinics.com/my-family-clinics-services)
14:08:03	243/243	---MCZ	403	error ('Forbidden')	application/xml	date:Wed,%2001%20Nov%202023%2021:08:03%20GMT	https://assets.zyrosite.com//AwvvXODQbRuPooMZ/dental-YX44kj3l0vt04Lll.gif	A:/WORK%20DOCS%20VERY%20IMPORTANT/Whites/Doctor%20Free%20Website%20Template%20-%20Free-CSS.com/INDAIN/clone/assets.zyrosite.com/AwvvXODQbRuPooMZ/dental-YX44kj3l0vt04Lll.gif	(from https://www.myfamilyclinics.com/my-family-clinics-services)
14:08:03	243/243	---MCZ	403	error ('Forbidden')	application/xml	date:Wed,%2001%20Nov%202023%2021:08:03%20GMT	https://assets.zyrosite.com//AwvvXODQbRuPooMZ/physician-gif-AzGGp2vQrotq2962.gif	A:/WORK%20DOCS%20VERY%20IMPORTANT/Whites/Doctor%20Free%20Website%20Template%20-%20Free-CSS.com/INDAIN/clone/assets.zyrosite.com/AwvvXODQbRuPooMZ/physician-gif-AzGGp2vQrotq2962.gif	(from https://www.myfamilyclinics.com/my-family-clinics-services)
14:08:04	10980/10980	---M--	200	added ('OK')	image/jpeg	date:Tue,%2030%20Nov%202021%2007:01:45%20GMT	https://assets.zyrosite.com/cdn-cgi/image/format=auto,w=204,h=192,fit=crop/AwvvXODQbRuPooMZ/dr-visit-mp88py0aVLiXV5Xz.jpg	A:/WORK%20DOCS%20VERY%20IMPORTANT/Whites/Doctor%20Free%20Website%20Template%20-%20Free-CSS.com/INDAIN/clone/assets.zyrosite.com/cdn-cgi/image/format=auto,w=204,h=192,fit=crop/AwvvXODQbRuPooMZ/dr-visit-mp88py0aVLiXV5Xz.jpg	(from https://www.myfamilyclinics.com/my-family-clinics-services)
14:08:04	20410/20410	---M--	200	added ('OK')	image/jpeg	date:Tue,%2030%20Nov%202021%2007:01:45%20GMT	https://assets.zyrosite.com/cdn-cgi/image/format=auto,w=382,h=360,fit=crop/AwvvXODQbRuPooMZ/dr-visit-mp88py0aVLiXV5Xz.jpg	A:/WORK%20DOCS%20VERY%20IMPORTANT/Whites/Doctor%20Free%20Website%20Template%20-%20Free-CSS.com/INDAIN/clone/assets.zyrosite.com/cdn-cgi/image/format=auto,w=382,h=360,fit=crop/AwvvXODQbRuPooMZ/dr-visit-mp88py0aVLiXV5Xz.jpg	(from https://www.myfamilyclinics.com/my-family-clinics-services)
14:08:05	6443/6443	---M--	200	added ('OK')	image/jpeg	date:Mon,%2029%20Nov%202021%2010:32:10%20GMT	https://assets.zyrosite.com/cdn-cgi/image/format=auto,w=204,h=192,fit=crop/AwvvXODQbRuPooMZ/img-YX44JyyM5KTyPGbQ.jpg	A:/WORK%20DOCS%20VERY%20IMPORTANT/Whites/Doctor%20Free%20Website%20Template%20-%20Free-CSS.com/INDAIN/clone/assets.zyrosite.com/cdn-cgi/image/format=auto,w=204,h=192,fit=crop/AwvvXODQbRuPooMZ/img-YX44JyyM5KTyPGbQ.jpg	(from https://www.myfamilyclinics.com/my-family-clinics-services)
14:08:06	15770/15770	---M--	200	added ('OK')	image/jpeg	date:Mon,%2029%20Nov%202021%2010:32:10%20GMT	https://assets.zyrosite.com/cdn-cgi/image/format=auto,w=382,h=360,fit=crop/AwvvXODQbRuPooMZ/img-YX44JyyM5KTyPGbQ.jpg	A:/WORK%20DOCS%20VERY%20IMPORTANT/Whites/Doctor%20Free%20Website%20Template%20-%20Free-CSS.com/INDAIN/clone/assets.zyrosite.com/cdn-cgi/image/format=auto,w=382,h=360,fit=crop/AwvvXODQbRuPooMZ/img-YX44JyyM5KTyPGbQ.jpg	(from https://www.myfamilyclinics.com/my-family-clinics-services)
14:08:07	243/243	---MCZ	403	error ('Forbidden')	application/xml	date:Wed,%2001%20Nov%202023%2021:08:06%20GMT	https://assets.zyrosite.com//AwvvXODQbRuPooMZ/flu-dOqq5RLlBjc00rJ2.gif	A:/WORK%20DOCS%20VERY%20IMPORTANT/Whites/Doctor%20Free%20Website%20Template%20-%20Free-CSS.com/INDAIN/clone/assets.zyrosite.com/AwvvXODQbRuPooMZ/flu-dOqq5RLlBjc00rJ2.gif	(from https://www.myfamilyclinics.com/my-family-clinics-services)
14:08:07	2846/2846	---M--	200	added ('OK')	image/png	date:Mon,%2029%20Nov%202021%2009:42:29%20GMT	https://assets.zyrosite.com/cdn-cgi/image/format=auto,w=288,h=112,fit=crop/AwvvXODQbRuPooMZ/eye-mP44EQrgGDtV1gBn.png	A:/WORK%20DOCS%20VERY%20IMPORTANT/Whites/Doctor%20Free%20Website%20Template%20-%20Free-CSS.com/INDAIN/clone/assets.zyrosite.com/cdn-cgi/image/format=auto,w=288,h=112,fit=crop/AwvvXODQbRuPooMZ/eye-mP44EQrgGDtV1gBn.png	(from https://www.myfamilyclinics.com/hindi)
14:08:07	3658/3658	---M--	200	added ('OK')	image/png	date:Mon,%2029%20Nov%202021%2009:42:29%20GMT	https://assets.zyrosite.com/cdn-cgi/image/format=auto,w=382,h=149,fit=crop/AwvvXODQbRuPooMZ/eye-mP44EQrgGDtV1gBn.png	A:/WORK%20DOCS%20VERY%20IMPORTANT/Whites/Doctor%20Free%20Website%20Template%20-%20Free-CSS.com/INDAIN/clone/assets.zyrosite.com/cdn-cgi/image/format=auto,w=382,h=149,fit=crop/AwvvXODQbRuPooMZ/eye-mP44EQrgGDtV1gBn.png	(from https://www.myfamilyclinics.com/hindi)
14:08:08	6566/6566	---M--	200	added ('OK')	image/jpeg	date:Mon,%2029%20Nov%202021%2010:14:01%20GMT	https://assets.zyrosite.com/cdn-cgi/image/format=auto,w=288,h=112,fit=crop/AwvvXODQbRuPooMZ/img-dOqq5y0ql4cM6x1l.jpg	A:/WORK%20DOCS%20VERY%20IMPORTANT/Whites/Doctor%20Free%20Website%20Template%20-%20Free-CSS.com/INDAIN/clone/assets.zyrosite.com/cdn-cgi/image/format=auto,w=288,h=112,fit=crop/AwvvXODQbRuPooMZ/img-dOqq5y0ql4cM6x1l.jpg	(from https://www.myfamilyclinics.com/hindi)
14:08:08	5020/5020	---M--	200	added ('OK')	image/png	date:Mon,%2029%20Nov%202021%2009:36:32%20GMT	https://assets.zyrosite.com/cdn-cgi/image/format=auto,w=288,h=112,fit=crop/AwvvXODQbRuPooMZ/diabetes-test-AE00Z4WNLLTaGVoO.png	A:/WORK%20DOCS%20VERY%20IMPORTANT/Whites/Doctor%20Free%20Website%20Template%20-%20Free-CSS.com/INDAIN/clone/assets.zyrosite.com/cdn-cgi/image/format=auto,w=288,h=112,fit=crop/AwvvXODQbRuPooMZ/diabetes-test-AE00Z4WNLLTaGVoO.png	(from https://www.myfamilyclinics.com/hindi)
14:08:09	6458/6458	---M--	200	added ('OK')	image/png	date:Mon,%2029%20Nov%202021%2009:36:32%20GMT	https://assets.zyrosite.com/cdn-cgi/image/format=auto,w=382,h=149,fit=crop/AwvvXODQbRuPooMZ/diabetes-test-AE00Z4WNLLTaGVoO.png	A:/WORK%20DOCS%20VERY%20IMPORTANT/Whites/Doctor%20Free%20Website%20Template%20-%20Free-CSS.com/INDAIN/clone/assets.zyrosite.com/cdn-cgi/image/format=auto,w=382,h=149,fit=crop/AwvvXODQbRuPooMZ/diabetes-test-AE00Z4WNLLTaGVoO.png	(from https://www.myfamilyclinics.com/hindi)
14:08:11	6220/6220	---M--	200	added ('OK')	image/png	date:Mon,%2029%20Nov%202021%2009:29:55%20GMT	https://assets.zyrosite.com/cdn-cgi/image/format=auto,w=382,h=149,fit=crop/AwvvXODQbRuPooMZ/diagnosis-m2WWzQajJxc93jKw.png	A:/WORK%20DOCS%20VERY%20IMPORTANT/Whites/Doctor%20Free%20Website%20Template%20-%20Free-CSS.com/INDAIN/clone/assets.zyrosite.com/cdn-cgi/image/format=auto,w=382,h=149,fit=crop/AwvvXODQbRuPooMZ/diagnosis-m2WWzQajJxc93jKw.png	(from https://www.myfamilyclinics.com/hindi)
14:08:11	9471/9471	---M--	200	added ('OK')	image/jpeg	date:Mon,%2029%20Nov%202021%2010:32:10%20GMT	https://assets.zyrosite.com/cdn-cgi/image/format=auto,w=382,h=149,fit=crop/AwvvXODQbRuPooMZ/img-Y4LLNVV1yRSyKXMZ.jpg	A:/WORK%20DOCS%20VERY%20IMPORTANT/Whites/Doctor%20Free%20Website%20Template%20-%20Free-CSS.com/INDAIN/clone/assets.zyrosite.com/cdn-cgi/image/format=auto,w=382,h=149,fit=crop/AwvvXODQbRuPooMZ/img-Y4LLNVV1yRSyKXMZ.jpg	(from https://www.myfamilyclinics.com/hindi)
14:08:11	4066/4066	---M--	200	added ('OK')	image/png	date:Mon,%2029%20Nov%202021%2009:14:22%20GMT	https://assets.zyrosite.com/cdn-cgi/image/format=auto,w=288,h=112,fit=crop/AwvvXODQbRuPooMZ/root-canal-YrDDpNo0w7u4lV8R.png	A:/WORK%20DOCS%20VERY%20IMPORTANT/Whites/Doctor%20Free%20Website%20Template%20-%20Free-CSS.com/INDAIN/clone/assets.zyrosite.com/cdn-cgi/image/format=auto,w=288,h=112,fit=crop/AwvvXODQbRuPooMZ/root-canal-YrDDpNo0w7u4lV8R.png	(from https://www.myfamilyclinics.com/hindi)
14:08:12	5353/5353	---M--	200	added ('OK')	image/png	date:Mon,%2029%20Nov%202021%2009:14:22%20GMT	https://assets.zyrosite.com/cdn-cgi/image/format=auto,w=382,h=149,fit=crop/AwvvXODQbRuPooMZ/root-canal-YrDDpNo0w7u4lV8R.png	A:/WORK%20DOCS%20VERY%20IMPORTANT/Whites/Doctor%20Free%20Website%20Template%20-%20Free-CSS.com/INDAIN/clone/assets.zyrosite.com/cdn-cgi/image/format=auto,w=382,h=149,fit=crop/AwvvXODQbRuPooMZ/root-canal-YrDDpNo0w7u4lV8R.png	(from https://www.myfamilyclinics.com/hindi)
14:08:13	3770/3770	---M--	200	added ('OK')	image/png	date:Mon,%2029%20Nov%202021%2009:14:34%20GMT	https://assets.zyrosite.com/cdn-cgi/image/format=auto,w=288,h=112,fit=crop/AwvvXODQbRuPooMZ/tooth-filling-YbNNp9MOrQFn7p6y.png	A:/WORK%20DOCS%20VERY%20IMPORTANT/Whites/Doctor%20Free%20Website%20Template%20-%20Free-CSS.com/INDAIN/clone/assets.zyrosite.com/cdn-cgi/image/format=auto,w=288,h=112,fit=crop/AwvvXODQbRuPooMZ/tooth-filling-YbNNp9MOrQFn7p6y.png	(from https://www.myfamilyclinics.com/hindi)
14:08:14	4836/4836	---M--	200	added ('OK')	image/png	date:Mon,%2029%20Nov%202021%2009:14:34%20GMT	https://assets.zyrosite.com/cdn-cgi/image/format=auto,w=382,h=149,fit=crop/AwvvXODQbRuPooMZ/tooth-filling-YbNNp9MOrQFn7p6y.png	A:/WORK%20DOCS%20VERY%20IMPORTANT/Whites/Doctor%20Free%20Website%20Template%20-%20Free-CSS.com/INDAIN/clone/assets.zyrosite.com/cdn-cgi/image/format=auto,w=382,h=149,fit=crop/AwvvXODQbRuPooMZ/tooth-filling-YbNNp9MOrQFn7p6y.png	(from https://www.myfamilyclinics.com/hindi)
14:08:15	5020/5020	---M--	200	added ('OK')	image/png	date:Mon,%2029%20Nov%202021%2009:14:29%20GMT	https://assets.zyrosite.com/cdn-cgi/image/format=auto,w=288,h=112,fit=crop/AwvvXODQbRuPooMZ/denture-ALppxowwbqcjNJVv.png	A:/WORK%20DOCS%20VERY%20IMPORTANT/Whites/Doctor%20Free%20Website%20Template%20-%20Free-CSS.com/INDAIN/clone/assets.zyrosite.com/cdn-cgi/image/format=auto,w=288,h=112,fit=crop/AwvvXODQbRuPooMZ/denture-ALppxowwbqcjNJVv.png	(from https://www.myfamilyclinics.com/hindi)
14:08:15	6433/6433	---M--	200	added ('OK')	image/png	date:Mon,%2029%20Nov%202021%2009:14:29%20GMT	https://assets.zyrosite.com/cdn-cgi/image/format=auto,w=382,h=149,fit=crop/AwvvXODQbRuPooMZ/denture-ALppxowwbqcjNJVv.png	A:/WORK%20DOCS%20VERY%20IMPORTANT/Whites/Doctor%20Free%20Website%20Template%20-%20Free-CSS.com/INDAIN/clone/assets.zyrosite.com/cdn-cgi/image/format=auto,w=382,h=149,fit=crop/AwvvXODQbRuPooMZ/denture-ALppxowwbqcjNJVv.png	(from https://www.myfamilyclinics.com/hindi)
14:08:15	9434/9434	---M--	200	added ('OK')	image/jpeg	date:Mon,%2029%20Nov%202021%2010:47:07%20GMT	https://assets.zyrosite.com/cdn-cgi/image/format=auto,w=288,h=112,fit=crop/AwvvXODQbRuPooMZ/Doctor-for-Family-Needs-m6LLWwljxbFoZgrz.png	A:/WORK%20DOCS%20VERY%20IMPORTANT/Whites/Doctor%20Free%20Website%20Template%20-%20Free-CSS.com/INDAIN/clone/assets.zyrosite.com/cdn-cgi/image/format=auto,w=288,h=112,fit=crop/AwvvXODQbRuPooMZ/Doctor-for-Family-Needs-m6LLWwljxbFoZgrz.jpg	(from https://www.myfamilyclinics.com/hindi)
14:08:16	14387/14387	---M--	200	added ('OK')	image/jpeg	date:Mon,%2029%20Nov%202021%2010:47:07%20GMT	https://assets.zyrosite.com/cdn-cgi/image/format=auto,w=382,h=149,fit=crop/AwvvXODQbRuPooMZ/Doctor-for-Family-Needs-m6LLWwljxbFoZgrz.png	A:/WORK%20DOCS%20VERY%20IMPORTANT/Whites/Doctor%20Free%20Website%20Template%20-%20Free-CSS.com/INDAIN/clone/assets.zyrosite.com/cdn-cgi/image/format=auto,w=382,h=149,fit=crop/AwvvXODQbRuPooMZ/Doctor-for-Family-Needs-m6LLWwljxbFoZgrz.jpg	(from https://www.myfamilyclinics.com/hindi)
14:08:16	10255/10255	---M--	200	added ('OK')	image/jpeg	date:Mon,%2029%20Nov%202021%2010:32:10%20GMT	https://assets.zyrosite.com/cdn-cgi/image/format=auto,w=382,h=149,fit=crop/AwvvXODQbRuPooMZ/img-YX44JyyM5KTyPGbQ.jpg	A:/WORK%20DOCS%20VERY%20IMPORTANT/Whites/Doctor%20Free%20Website%20Template%20-%20Free-CSS.com/INDAIN/clone/assets.zyrosite.com/cdn-cgi/image/format=auto,w=382,h=149,fit=crop/AwvvXODQbRuPooMZ/img-YX44JyyM5KTyPGbQ.jpg	(from https://www.myfamilyclinics.com/hindi)
14:08:17	16769/16769	---M--	200	added ('OK')	image/jpeg	date:Mon,%2029%20Nov%202021%2010:53:33%20GMT	https://assets.zyrosite.com/cdn-cgi/image/format=auto,w=382,h=149,fit=crop/AwvvXODQbRuPooMZ/img-AE00ZoZB47SDRGBv.jpg	A:/WORK%20DOCS%20VERY%20IMPORTANT/Whites/Doctor%20Free%20Website%20Template%20-%20Free-CSS.com/INDAIN/clone/assets.zyrosite.com/cdn-cgi/image/format=auto,w=382,h=149,fit=crop/AwvvXODQbRuPooMZ/img-AE00ZoZB47SDRGBv.jpg	(from https://www.myfamilyclinics.com/hindi)
14:08:18	5693/5693	---M--	200	added ('OK')	image/jpeg	date:Fri,%2022%20Oct%202021%2012:26:56%20GMT	https://assets.zyrosite.com/cdn-cgi/image/format=auto,w=184,h=184,fit=crop/AwvvXODQbRuPooMZ/Patient_and_tonometer-mePP5E53MJTEV9l7.jpg	A:/WORK%20DOCS%20VERY%20IMPORTANT/Whites/Doctor%20Free%20Website%20Template%20-%20Free-CSS.com/INDAIN/clone/assets.zyrosite.com/cdn-cgi/image/format=auto,w=184,h=184,fit=crop/AwvvXODQbRuPooMZ/Patient_and_tonometer-mePP5E53MJTEV9l7.jpg	(from https://www.myfamilyclinics.com/my-eye-clinic)
14:08:19	16417/16417	---M--	200	added ('OK')	image/jpeg	date:Fri,%2022%20Oct%202021%2012:26:56%20GMT	https://assets.zyrosite.com/cdn-cgi/image/format=auto,w=382,h=365,fit=crop/AwvvXODQbRuPooMZ/Patient_and_tonometer-mePP5E53MJTEV9l7.jpg	A:/WORK%20DOCS%20VERY%20IMPORTANT/Whites/Doctor%20Free%20Website%20Template%20-%20Free-CSS.com/INDAIN/clone/assets.zyrosite.com/cdn-cgi/image/format=auto,w=382,h=365,fit=crop/AwvvXODQbRuPooMZ/Patient_and_tonometer-mePP5E53MJTEV9l7.jpg	(from https://www.myfamilyclinics.com/my-eye-clinic)
14:08:19	6301/6301	---M--	200	added ('OK')	image/jpeg	date:Mon,%2025%20Oct%202021%2007:44:09%20GMT	https://assets.zyrosite.com/cdn-cgi/image/format=auto,w=184,h=184,fit=crop/AwvvXODQbRuPooMZ/External_hordeolum-YNqqNzG6N9c6M4ZN.jpg	A:/WORK%20DOCS%20VERY%20IMPORTANT/Whites/Doctor%20Free%20Website%20Template%20-%20Free-CSS.com/INDAIN/clone/assets.zyrosite.com/cdn-cgi/image/format=auto,w=184,h=184,fit=crop/AwvvXODQbRuPooMZ/External_hordeolum-YNqqNzG6N9c6M4ZN.jpg	(from https://www.myfamilyclinics.com/my-eye-clinic)
14:08:19	8155/8155	---M--	200	added ('OK')	image/jpeg	date:Fri,%2022%20Oct%202021%2011:13:03%20GMT	https://assets.zyrosite.com/cdn-cgi/image/format=auto,w=184,h=180,fit=crop/AwvvXODQbRuPooMZ/little-girl-checking-up-her-sight-ophthalmology-center-AQEE8WE3EGIg9GqZ.jpg	A:/WORK%20DOCS%20VERY%20IMPORTANT/Whites/Doctor%20Free%20Website%20Template%20-%20Free-CSS.com/INDAIN/clone/assets.zyrosite.com/cdn-cgi/image/format=auto,w=184,h=180,fit=crop/AwvvXODQbRuPooMZ/little-girl-checking-up-her-sight-ophthalmology-center-AQEE8	(from https://www.myfamilyclinics.com/my-eye-clinic)
14:08:20	7438/7438	---M--	200	added ('OK')	image/jpeg	date:Fri,%2022%20Oct%202021%2012:00:08%20GMT	https://assets.zyrosite.com/cdn-cgi/image/format=auto,w=184,h=180,fit=crop/AwvvXODQbRuPooMZ/vaibhav-Diabetic-retinopathy-infographic-YbNNngEvMPsVzy93.jpg	A:/WORK%20DOCS%20VERY%20IMPORTANT/Whites/Doctor%20Free%20Website%20Template%20-%20Free-CSS.com/INDAIN/clone/assets.zyrosite.com/cdn-cgi/image/format=auto,w=184,h=180,fit=crop/AwvvXODQbRuPooMZ/vaibhav-Diabetic-retinopathy-infographic-YbNNngEvMPsVzy93.52	(from https://www.myfamilyclinics.com/my-eye-clinic)
14:08:20	23877/23877	---M--	200	added ('OK')	image/jpeg	date:Fri,%2022%20Oct%202021%2011:13:03%20GMT	https://assets.zyrosite.com/cdn-cgi/image/format=auto,w=382,h=365,fit=crop/AwvvXODQbRuPooMZ/little-girl-checking-up-her-sight-ophthalmology-center-AQEE8WE3EGIg9GqZ.jpg	A:/WORK%20DOCS%20VERY%20IMPORTANT/Whites/Doctor%20Free%20Website%20Template%20-%20Free-CSS.com/INDAIN/clone/assets.zyrosite.com/cdn-cgi/image/format=auto,w=382,h=365,fit=crop/AwvvXODQbRuPooMZ/little-girl-checking-up-her-sight-ophthalmology-center-AQEE8	(from https://www.myfamilyclinics.com/my-eye-clinic)
14:08:20	18410/18410	---M--	200	added ('OK')	image/jpeg	date:Mon,%2025%20Oct%202021%2007:44:09%20GMT	https://assets.zyrosite.com/cdn-cgi/image/format=auto,w=382,h=365,fit=crop/AwvvXODQbRuPooMZ/External_hordeolum-YNqqNzG6N9c6M4ZN.jpg	A:/WORK%20DOCS%20VERY%20IMPORTANT/Whites/Doctor%20Free%20Website%20Template%20-%20Free-CSS.com/INDAIN/clone/assets.zyrosite.com/cdn-cgi/image/format=auto,w=382,h=365,fit=crop/AwvvXODQbRuPooMZ/External_hordeolum-YNqqNzG6N9c6M4ZN.jpg	(from https://www.myfamilyclinics.com/my-eye-clinic)
14:08:20	18520/18520	---M--	200	added ('OK')	image/jpeg	date:Fri,%2022%20Oct%202021%2012:00:08%20GMT	https://assets.zyrosite.com/cdn-cgi/image/format=auto,w=382,h=365,fit=crop/AwvvXODQbRuPooMZ/vaibhav-Diabetic-retinopathy-infographic-YbNNngEvMPsVzy93.jpg	A:/WORK%20DOCS%20VERY%20IMPORTANT/Whites/Doctor%20Free%20Website%20Template%20-%20Free-CSS.com/INDAIN/clone/assets.zyrosite.com/cdn-cgi/image/format=auto,w=382,h=365,fit=crop/AwvvXODQbRuPooMZ/vaibhav-Diabetic-retinopathy-infographic-YbNNngEvMPsVzy93.53	(from https://www.myfamilyclinics.com/my-eye-clinic)
14:08:20	7517/7517	---M--	200	added ('OK')	image/jpeg	date:Fri,%2022%20Oct%202021%2012:00:08%20GMT	https://assets.zyrosite.com/cdn-cgi/image/format=auto,w=184,h=184,fit=crop/AwvvXODQbRuPooMZ/vaibhav-Diabetic-retinopathy-infographic-YbNNngEvMPsVzy93.jpg	A:/WORK%20DOCS%20VERY%20IMPORTANT/Whites/Doctor%20Free%20Website%20Template%20-%20Free-CSS.com/INDAIN/clone/assets.zyrosite.com/cdn-cgi/image/format=auto,w=184,h=184,fit=crop/AwvvXODQbRuPooMZ/vaibhav-Diabetic-retinopathy-infographic-YbNNngEvMPsVzy93.54	(from https://www.myfamilyclinics.com/my-eye-clinic)
14:08:20	243/243	---MCZ	403	error ('Forbidden')	application/xml	date:Wed,%2001%20Nov%202023%2021:08:20%20GMT	https://assets.zyrosite.com//AwvvXODQbRuPooMZ/img-m6LL8jNbqKuBGnZ3.gif	A:/WORK%20DOCS%20VERY%20IMPORTANT/Whites/Doctor%20Free%20Website%20Template%20-%20Free-CSS.com/INDAIN/clone/assets.zyrosite.com/AwvvXODQbRuPooMZ/img-m6LL8jNbqKuBGnZ3.gif	(from https://www.myfamilyclinics.com/my-eye-clinic)
14:08:22	6732/6732	---M--	200	added ('OK')	image/jpeg	date:Fri,%2022%20Oct%202021%2012:19:13%20GMT	https://assets.zyrosite.com/cdn-cgi/image/format=auto,w=184,h=116,fit=crop/AwvvXODQbRuPooMZ/OCT-VFA-mePP5EX46BUOXVEG.jpg	A:/WORK%20DOCS%20VERY%20IMPORTANT/Whites/Doctor%20Free%20Website%20Template%20-%20Free-CSS.com/INDAIN/clone/assets.zyrosite.com/cdn-cgi/image/format=auto,w=184,h=116,fit=crop/AwvvXODQbRuPooMZ/OCT-VFA-mePP5EX46BUOXVEG.jpg	(from https://www.myfamilyclinics.com/my-eye-clinic)
14:08:22	19229/19229	---M--	200	added ('OK')	image/jpeg	date:Fri,%2022%20Oct%202021%2012:19:13%20GMT	https://assets.zyrosite.com/cdn-cgi/image/format=auto,w=382,h=233,fit=crop/AwvvXODQbRuPooMZ/OCT-VFA-mePP5EX46BUOXVEG.jpg	A:/WORK%20DOCS%20VERY%20IMPORTANT/Whites/Doctor%20Free%20Website%20Template%20-%20Free-CSS.com/INDAIN/clone/assets.zyrosite.com/cdn-cgi/image/format=auto,w=382,h=233,fit=crop/AwvvXODQbRuPooMZ/OCT-VFA-mePP5EX46BUOXVEG.jpg	(from https://www.myfamilyclinics.com/my-eye-clinic)
14:08:23	5051/5051	---M--	200	added ('OK')	image/jpeg	date:Fri,%2022%20Oct%202021%2012:11:04%20GMT	https://assets.zyrosite.com/cdn-cgi/image/format=auto,w=184,h=180,fit=crop/AwvvXODQbRuPooMZ/strabismus-YbNNnLGNGaHDEWrJ.jpg	A:/WORK%20DOCS%20VERY%20IMPORTANT/Whites/Doctor%20Free%20Website%20Template%20-%20Free-CSS.com/INDAIN/clone/assets.zyrosite.com/cdn-cgi/image/format=auto,w=184,h=180,fit=crop/AwvvXODQbRuPooMZ/strabismus-YbNNnLGNGaHDEWrJ.jpg	(from https://www.myfamilyclinics.com/my-eye-clinic)
14:08:25	5051/5051	---M--	200	added ('OK')	image/jpeg	date:Fri,%2022%20Oct%202021%2012:11:04%20GMT	https://assets.zyrosite.com/cdn-cgi/image/format=auto,w=382,h=365,fit=crop/AwvvXODQbRuPooMZ/strabismus-YbNNnLGNGaHDEWrJ.jpg	A:/WORK%20DOCS%20VERY%20IMPORTANT/Whites/Doctor%20Free%20Website%20Template%20-%20Free-CSS.com/INDAIN/clone/assets.zyrosite.com/cdn-cgi/image/format=auto,w=382,h=365,fit=crop/AwvvXODQbRuPooMZ/strabismus-YbNNnLGNGaHDEWrJ.jpg	(from https://www.myfamilyclinics.com/my-eye-clinic)
14:08:25	8637/8637	---M--	200	added ('OK')	image/jpeg	date:Fri,%2022%20Oct%202021%2011:07:07%20GMT	https://assets.zyrosite.com/cdn-cgi/image/format=auto,w=184,h=180,fit=crop/AwvvXODQbRuPooMZ/img-mxBBjbG34rs5Kayw.jpg	A:/WORK%20DOCS%20VERY%20IMPORTANT/Whites/Doctor%20Free%20Website%20Template%20-%20Free-CSS.com/INDAIN/clone/assets.zyrosite.com/cdn-cgi/image/format=auto,w=184,h=180,fit=crop/AwvvXODQbRuPooMZ/img-mxBBjbG34rs5Kayw.jpg	(from https://www.myfamilyclinics.com/my-eye-clinic)
14:08:26	20174/20174	---M--	200	added ('OK')	image/jpeg	date:Fri,%2022%20Oct%202021%2011:07:07%20GMT	https://assets.zyrosite.com/cdn-cgi/image/format=auto,w=382,h=365,fit=crop/AwvvXODQbRuPooMZ/img-mxBBjbG34rs5Kayw.jpg	A:/WORK%20DOCS%20VERY%20IMPORTANT/Whites/Doctor%20Free%20Website%20Template%20-%20Free-CSS.com/INDAIN/clone/assets.zyrosite.com/cdn-cgi/image/format=auto,w=382,h=365,fit=crop/AwvvXODQbRuPooMZ/img-mxBBjbG34rs5Kayw.jpg	(from https://www.myfamilyclinics.com/my-eye-clinic)
14:08:28	47923/47923	---M--	200	added ('OK')	image/jpeg	date:Wed,%2024%20Nov%202021%2013:17:55%20GMT	https://assets.zyrosite.com/cdn-cgi/image/format=auto,w=600,h=690,fit=crop/AwvvXODQbRuPooMZ/White-Black-Eye-Donation-Poster-dWxxz7kM0yikJ66Z.png	A:/WORK%20DOCS%20VERY%20IMPORTANT/Whites/Doctor%20Free%20Website%20Template%20-%20Free-CSS.com/INDAIN/clone/assets.zyrosite.com/cdn-cgi/image/format=auto,w=600,h=690,fit=crop/AwvvXODQbRuPooMZ/White-Black-Eye-Donation-Poster-dWxxz7kM0yikJ66Z.jpg	(from https://www.myfamilyclinics.com/childs-eye-clinic)
